id	title	short_title	creator	publisher	issued	description
testaments-poilus	Testaments de guerre de Poilus parisiens (1914-1918)	Testaments de Poilus	Christine Nougaret	École nationale des chartes; Archives nationales	2017	Édition ÉLEC préservée avec ses paratextes.
